Id,Term,Year,location,College,Department,Major,level,Degree_level,headcount,headcount_pibb
3759,Spring,2015,On,CAUS,Building Construction,BC,Juniors,Bachelors,52,51.9
3760,Spring,2015,On,CAUS,Building Construction,BC,Seniors,Bachelors,63,62.5
3761,Spring,2015,On,CAUS,Building Construction,BC,Sophomores,Bachelors,62,62.0
3762,Spring,2015,On,CAUS,Building Construction,BCSM,Masters,Masters,9,8.67
3763,Spring,2015,On,CAUS,Myers-Lawson School of Construction,EDP,Doctoral,Doctoral,12,9.33
3764,Spring,2015,On,CAUS,Real Estate Program,REA2,Freshmen,Bachelors,1,1.00
3765,Spring,2015,On,CAUS,Real Estate Program,REA2,Juniors,Bachelors,3,3.00
3766,Spring,2015,On,CAUS,Real Estate Program,REA2,Sophomores,Bachelors,5,5.00
3767,Spring,2015,On,CAUS,School of Architecture + Design,ADR,Doctoral,Doctoral,22,20.7
3768,Spring,2015,On,CAUS,School of Architecture + Design,ARCH,Freshmen,Bachelors,50,50.0
3769,Spring,2015,On,CAUS,School of Architecture + Design,ARCH,Juniors,Bachelors,93,93.0
3770,Spring,2015,On,CAUS,School of Architecture + Design,ARCH,Masters,Masters,71,67.2
3771,Spring,2015,On,CAUS,School of Architecture + Design,ARCH,Non-degree-seeking,Non-degre,4,4.00
3772,Spring,2015,On,CAUS,School of Architecture + Design,ARCH,Seniors,Bachelors,251,250
3773,Spring,2015,On,CAUS,School of Architecture + Design,ARCH,Sophomores,Bachelors,91,91.0
3774,Spring,2015,On,CAUS,School of Architecture + Design,IDS,Freshmen,Bachelors,11,11.0
3775,Spring,2015,On,CAUS,School of Architecture + Design,IDS,Juniors,Bachelors,27,26.5
3776,Spring,2015,On,CAUS,School of Architecture + Design,IDS,Seniors,Bachelors,55,53.2
3777,Spring,2015,On,CAUS,School of Architecture + Design,IDS,Sophomores,Bachelors,27,27.0
3778,Spring,2015,On,CAUS,School of Architecture + Design,ITDS,Freshmen,Bachelors,10,10.0
3779,Spring,2015,On,CAUS,School of Architecture + Design,ITDS,Juniors,Bachelors,26,26.0
3780,Spring,2015,On,CAUS,School of Architecture + Design,ITDS,Seniors,Bachelors,56,50.3
3781,Spring,2015,On,CAUS,School of Architecture + Design,ITDS,Sophomores,Bachelors,28,28.0
3782,Spring,2015,On,CAUS,School of Architecture + Design,LAR,Freshmen,Bachelors,9,9.00
3783,Spring,2015,On,CAUS,School of Architecture + Design,LAR,Juniors,Bachelors,8,8.00
3784,Spring,2015,On,CAUS,School of Architecture + Design,LAR,Masters,Masters,8,5.78
3785,Spring,2015,On,CAUS,School of Architecture + Design,LAR,Seniors,Bachelors,40,40.0
3786,Spring,2015,On,CAUS,School of Architecture + Design,LAR,Sophomores,Bachelors,12,12.0
3787,Spring,2015,On,CAUS,School of Pub & Internat Affairs,EPP,Freshmen,Bachelors,7,7.00
3788,Spring,2015,On,CAUS,School of Pub & Internat Affairs,EPP,Juniors,Bachelors,19,19.0
3789,Spring,2015,On,CAUS,School of Pub & Internat Affairs,EPP,Seniors,Bachelors,32,27.5
3790,Spring,2015,On,CAUS,School of Pub & Internat Affairs,EPP,Sophomores,Bachelors,12,12.0
3791,Spring,2015,On,CAUS,School of Pub & Internat Affairs,PAPA,Doctoral,Doctoral,27,20.9
3792,Spring,2015,On,CAUS,School of Pub & Internat Affairs,PAPA,Masters,Masters,22,16.0
3793,Spring,2015,On,CAUS,School of Pub & Internat Affairs,PGG,Doctoral,Doctoral,32,24.2
3794,Spring,2015,On,CAUS,School of Pub & Internat Affairs,PIA,Masters,Masters,13,9.67
3795,Spring,2015,On,CAUS,School of Pub & Internat Affairs,PUA,Freshmen,Bachelors,2,2.00
3796,Spring,2015,On,CAUS,School of Pub & Internat Affairs,PUA,Juniors,Bachelors,9,9.00
3797,Spring,2015,On,CAUS,School of Pub & Internat Affairs,PUA,Seniors,Bachelors,22,21.9
3798,Spring,2015,On,CAUS,School of Pub & Internat Affairs,PUA,Sophomores,Bachelors,2,2.00
3799,Spring,2015,On,CAUS,School of Pub & Internat Affairs,URPL,Masters,Masters,36,32.0
3800,Spring,2015,On,CAUS,School of Visual Arts (SOVA),ART,Freshmen,Bachelors,5,5.00
3801,Spring,2015,On,CAUS,School of Visual Arts (SOVA),ART,Juniors,Bachelors,5,5.00
3802,Spring,2015,On,CAUS,School of Visual Arts (SOVA),ART,Seniors,Bachelors,8,8.00
3803,Spring,2015,On,CAUS,School of Visual Arts (SOVA),ART,Sophomores,Bachelors,6,5.83
3804,Spring,2015,On,CAUS,School of Visual Arts (SOVA),ARTF,Freshmen,Bachelors,13,13.0
3805,Spring,2015,On,CAUS,School of Visual Arts (SOVA),ARTF,Juniors,Bachelors,44,43.1
3806,Spring,2015,On,CAUS,School of Visual Arts (SOVA),ARTF,Seniors,Bachelors,70,64.3
3807,Spring,2015,On,CAUS,School of Visual Arts (SOVA),ARTF,Sophomores,Bachelors,36,36.0
3808,Spring,2015,On,CAUS,School of Visual Arts (SOVA),CTEC,Masters,Masters,19,17.0
3809,Spring,2015,On,CLAHS,"Apparel, Housing and Resource Mgmt",AHRM,Juniors,Bachelors,2,2.00
3810,Spring,2015,On,CLAHS,"Apparel, Housing and Resource Mgmt",AHRM,Seniors,Bachelors,1,1.00
3811,Spring,2015,On,CLAHS,"Apparel, Housing and Resource Mgmt",AHRM,Sophomores,Bachelors,1,1.00
3812,Spring,2015,On,CLAHS,"Apparel, Housing and Resource Mgmt",CONS,Juniors,Bachelors,10,10.0
3813,Spring,2015,On,CLAHS,"Apparel, Housing and Resource Mgmt",CONS,Seniors,Bachelors,24,22.3
3814,Spring,2015,On,CLAHS,"Apparel, Housing and Resource Mgmt",CONS,Sophomores,Bachelors,4,3.25
3815,Spring,2015,On,CLAHS,"Apparel, Housing and Resource Mgmt",FMD,Freshmen,Bachelors,11,11.0
3816,Spring,2015,On,CLAHS,"Apparel, Housing and Resource Mgmt",FMD,Juniors,Bachelors,22,22.0
3817,Spring,2015,On,CLAHS,"Apparel, Housing and Resource Mgmt",FMD,Seniors,Bachelors,39,38.5
3818,Spring,2015,On,CLAHS,"Apparel, Housing and Resource Mgmt",FMD,Sophomores,Bachelors,15,15.0
3819,Spring,2015,On,CLAHS,"Apparel, Housing and Resource Mgmt",PM,Freshmen,Bachelors,1,1.00
3820,Spring,2015,On,CLAHS,"Apparel, Housing and Resource Mgmt",PM,Juniors,Bachelors,7,7.00
3821,Spring,2015,On,CLAHS,"Apparel, Housing and Resource Mgmt",PM,Seniors,Bachelors,21,19.9
3822,Spring,2015,On,CLAHS,"Apparel, Housing and Resource Mgmt",PM,Sophomores,Bachelors,6,6.00
3823,Spring,2015,On,CLAHS,"Apparel, Housing and Resource Mgmt",RED,Freshmen,Bachelors,4,4.00
3824,Spring,2015,On,CLAHS,"Apparel, Housing and Resource Mgmt",RED,Juniors,Bachelors,8,8.00
3825,Spring,2015,On,CLAHS,"Apparel, Housing and Resource Mgmt",RED,Seniors,Bachelors,11,11.0
3826,Spring,2015,On,CLAHS,"Apparel, Housing and Resource Mgmt",RED,Sophomores,Bachelors,9,9.00
3827,Spring,2015,On,CLAHS,Communication,CMST,Freshmen,Bachelors,17,17.0
3828,Spring,2015,On,CLAHS,Communication,CMST,Juniors,Bachelors,19,19.0
3829,Spring,2015,On,CLAHS,Communication,CMST,Seniors,Bachelors,24,22.5
3830,Spring,2015,On,CLAHS,Communication,CMST,Sophomores,Bachelors,18,18.0
3831,Spring,2015,On,CLAHS,Communication,COMM,Freshmen,Bachelors,1,1.00
3832,Spring,2015,On,CLAHS,Communication,COMM,Juniors,Bachelors,1,1.00
3833,Spring,2015,On,CLAHS,Communication,COMM,Masters,Masters,16,15.3
3834,Spring,2015,On,CLAHS,Communication,COMM,Seniors,Bachelors,1,0.25
3835,Spring,2015,On,CLAHS,Communication,COMM,Sophomores,Bachelors,2,2.00
3836,Spring,2015,On,CLAHS,Communication,MJ,Freshmen,Bachelors,32,32.0
3837,Spring,2015,On,CLAHS,Communication,MJ,Juniors,Bachelors,58,57.5
3838,Spring,2015,On,CLAHS,Communication,MJ,Seniors,Bachelors,64,62.8
3839,Spring,2015,On,CLAHS,Communication,MJ,Sophomores,Bachelors,56,56.0
3840,Spring,2015,On,CLAHS,Communication,PR,Freshmen,Bachelors,13,13.0
3841,Spring,2015,On,CLAHS,Communication,PR,Juniors,Bachelors,119,118
3842,Spring,2015,On,CLAHS,Communication,PR,Non-degree-seeking,Non-degre,1,1.00
3843,Spring,2015,On,CLAHS,Communication,PR,Seniors,Bachelors,141,137
3844,Spring,2015,On,CLAHS,Communication,PR,Sophomores,Bachelors,53,53.0
3845,Spring,2015,On,CLAHS,Dean-Liberal Arts & Human Sciences,LAHS,Sophomores,Bachelors,1,1.00
3846,Spring,2015,On,CLAHS,Dean-Liberal Arts & Human Sciences,REA7,Freshmen,Bachelors,2,2.00
3847,Spring,2015,On,CLAHS,Dean-Liberal Arts & Human Sciences,REA7,Juniors,Bachelors,1,1.00
3848,Spring,2015,On,CLAHS,Dean-Liberal Arts & Human Sciences,REA7,Seniors,Bachelors,2,2.00
3849,Spring,2015,On,CLAHS,Department of Religion and Culture,IDST,Seniors,Bachelors,2,1.50
3850,Spring,2015,On,CLAHS,Department of Religion and Culture,MCP,Masters,Masters,8,7.67
3851,Spring,2015,On,CLAHS,Department of Religion and Culture,RLCL,Freshmen,Bachelors,3,3.00
3852,Spring,2015,On,CLAHS,Department of Religion and Culture,RLCL,Juniors,Bachelors,4,4.00
3853,Spring,2015,On,CLAHS,Department of Religion and Culture,RLCL,Seniors,Bachelors,5,5.00
3854,Spring,2015,On,CLAHS,Department of Religion and Culture,RLCL,Sophomores,Bachelors,1,1.00
3855,Spring,2015,On,CLAHS,English,CW,Juniors,Bachelors,1,1.00
3856,Spring,2015,On,CLAHS,English,ENCW,Masters,Masters,22,22.0
3857,Spring,2015,On,CLAHS,English,ENGL,Freshmen,Bachelors,18,18.0
3858,Spring,2015,On,CLAHS,English,ENGL,Juniors,Bachelors,63,62.0
3859,Spring,2015,On,CLAHS,English,ENGL,Masters,Masters,25,23.7
3860,Spring,2015,On,CLAHS,English,ENGL,Non-degree-seeking,Non-degre,4,3.25
3861,Spring,2015,On,CLAHS,English,ENGL,Seniors,Bachelors,122,116
3862,Spring,2015,On,CLAHS,English,ENGL,Sophomores,Bachelors,50,49.9
3863,Spring,2015,On,CLAHS,English,LL,Seniors,Bachelors,1,0.50
3864,Spring,2015,On,CLAHS,English,RW,Doctoral,Doctoral,15,12.8
3865,Spring,2015,On,CLAHS,Foreign Languages and Literatures,CLA,Juniors,Bachelors,1,1.00
3866,Spring,2015,On,CLAHS,Foreign Languages and Literatures,CLA,Seniors,Bachelors,6,6.00
3867,Spring,2015,On,CLAHS,Foreign Languages and Literatures,CLA,Sophomores,Bachelors,1,1.00
3868,Spring,2015,On,CLAHS,Foreign Languages and Literatures,FLCL,Masters,Masters,9,7.67
3869,Spring,2015,On,CLAHS,Foreign Languages and Literatures,FR,Freshmen,Bachelors,2,2.00
3870,Spring,2015,On,CLAHS,Foreign Languages and Literatures,FR,Juniors,Bachelors,1,1.00
3871,Spring,2015,On,CLAHS,Foreign Languages and Literatures,FR,Seniors,Bachelors,8,7.00
3872,Spring,2015,On,CLAHS,Foreign Languages and Literatures,FR,Sophomores,Bachelors,2,2.00
3873,Spring,2015,On,CLAHS,Foreign Languages and Literatures,GER,Freshmen,Bachelors,2,2.00
3874,Spring,2015,On,CLAHS,Foreign Languages and Literatures,GER,Juniors,Bachelors,1,1.00
3875,Spring,2015,On,CLAHS,Foreign Languages and Literatures,GER,Seniors,Bachelors,5,4.25
3876,Spring,2015,On,CLAHS,Foreign Languages and Literatures,GER,Sophomores,Bachelors,2,2.00
3877,Spring,2015,On,CLAHS,Foreign Languages and Literatures,RUS,Freshmen,Bachelors,2,2.00
3878,Spring,2015,On,CLAHS,Foreign Languages and Literatures,RUS,Seniors,Bachelors,5,4.25
3879,Spring,2015,On,CLAHS,Foreign Languages and Literatures,RUS,Sophomores,Bachelors,5,5.00
3880,Spring,2015,On,CLAHS,Foreign Languages and Literatures,SPAN,Freshmen,Bachelors,1,1.00
3881,Spring,2015,On,CLAHS,Foreign Languages and Literatures,SPAN,Juniors,Bachelors,8,7.25
3882,Spring,2015,On,CLAHS,Foreign Languages and Literatures,SPAN,Seniors,Bachelors,16,15.8
3883,Spring,2015,On,CLAHS,Foreign Languages and Literatures,SPAN,Sophomores,Bachelors,2,1.50
3884,Spring,2015,On,CLAHS,History,HIST,Freshmen,Bachelors,17,17.0
3885,Spring,2015,On,CLAHS,History,HIST,Juniors,Bachelors,63,62.8
3886,Spring,2015,On,CLAHS,History,HIST,Masters,Masters,16,16.0
3887,Spring,2015,On,CLAHS,History,HIST,Seniors,Bachelors,110,109
3888,Spring,2015,On,CLAHS,History,HIST,Sophomores,Bachelors,36,36.0
3889,Spring,2015,On,CLAHS,Human Development,HD,Doctoral,Doctoral,47,37.4
3890,Spring,2015,On,CLAHS,Human Development,HD,Freshmen,Bachelors,64,64.0
3891,Spring,2015,On,CLAHS,Human Development,HD,Juniors,Bachelors,194,194
3892,Spring,2015,On,CLAHS,Human Development,HD,Seniors,Bachelors,227,218
3893,Spring,2015,On,CLAHS,Human Development,HD,Sophomores,Bachelors,91,90.8
3894,Spring,2015,On,CLAHS,Philosophy,PHIL,Freshmen,Bachelors,2,2.00
3895,Spring,2015,On,CLAHS,Philosophy,PHIL,Juniors,Bachelors,8,8.00
3896,Spring,2015,On,CLAHS,Philosophy,PHIL,Masters,Masters,12,11.3
3897,Spring,2015,On,CLAHS,Philosophy,PHIL,Seniors,Bachelors,16,15.8
3898,Spring,2015,On,CLAHS,Philosophy,PHIL,Sophomores,Bachelors,5,5.00
3899,Spring,2015,On,CLAHS,Political Science,ASPT,Doctoral,Doctoral,32,28.2
3900,Spring,2015,On,CLAHS,Political Science,IS,Freshmen,Bachelors,39,39.0
3901,Spring,2015,On,CLAHS,Political Science,IS,Juniors,Bachelors,100,100
3902,Spring,2015,On,CLAHS,Political Science,IS,Seniors,Bachelors,140,138
3903,Spring,2015,On,CLAHS,Political Science,IS,Sophomores,Bachelors,85,85.0
3904,Spring,2015,On,CLAHS,Political Science,PSCI,Freshmen,Bachelors,47,47.0
3905,Spring,2015,On,CLAHS,Political Science,PSCI,Juniors,Bachelors,139,138
3906,Spring,2015,On,CLAHS,Political Science,PSCI,Masters,Masters,17,16.1
3907,Spring,2015,On,CLAHS,Political Science,PSCI,Non-degree-seeking,Non-degre,2,2.00
3908,Spring,2015,On,CLAHS,Political Science,PSCI,Seniors,Bachelors,157,155
3909,Spring,2015,On,CLAHS,Political Science,PSCI,Sophomores,Bachelors,104,103
3910,Spring,2015,On,CLAHS,School of Education,EDCI,Doctoral,Doctoral,111,92.8
3911,Spring,2015,On,CLAHS,School of Education,EDCI,Masters,Masters,131,120
3912,Spring,2015,On,CLAHS,School of Education,EDCO,Doctoral,Doctoral,14,13.2
3913,Spring,2015,On,CLAHS,School of Education,EDCT,Doctoral,Doctoral,12,7.67
3914,Spring,2015,On,CLAHS,School of Education,EDCT,Masters,Masters,5,4.11
3915,Spring,2015,On,CLAHS,School of Education,EDRE,Doctoral,Doctoral,20,16.3
3916,Spring,2015,On,CLAHS,School of Education,ELPS,Doctoral,Doctoral,35,26.2
3917,Spring,2015,On,CLAHS,School of Education,ELPS,Masters,Masters,1,1.00
3918,Spring,2015,On,CLAHS,School of Education,HED,Masters,Masters,30,29.3
3919,Spring,2015,On,CLAHS,School of Performing Arts,MUS,Freshmen,Bachelors,11,11.0
3920,Spring,2015,On,CLAHS,School of Performing Arts,MUS,Juniors,Bachelors,15,15.0
3921,Spring,2015,On,CLAHS,School of Performing Arts,MUS,Non-degree-seeking,Non-degre,1,1.00
3922,Spring,2015,On,CLAHS,School of Performing Arts,MUS,Seniors,Bachelors,38,36.4
3923,Spring,2015,On,CLAHS,School of Performing Arts,MUS,Sophomores,Bachelors,17,16.6
3924,Spring,2015,On,CLAHS,School of Performing Arts,TA,Freshmen,Bachelors,9,9.00
3925,Spring,2015,On,CLAHS,School of Performing Arts,TA,Juniors,Bachelors,23,22.5
3926,Spring,2015,On,CLAHS,School of Performing Arts,TA,Masters,Masters,11,11.0
3927,Spring,2015,On,CLAHS,School of Performing Arts,TA,Non-degree-seeking,Non-degre,1,1.00
3928,Spring,2015,On,CLAHS,School of Performing Arts,TA,Seniors,Bachelors,24,23.3
3929,Spring,2015,On,CLAHS,School of Performing Arts,TA,Sophomores,Bachelors,11,10.8
3930,Spring,2015,On,CLAHS,Science and Technology in Society,HSE,Juniors,Bachelors,4,4.00
3931,Spring,2015,On,CLAHS,Science and Technology in Society,HSE,Seniors,Bachelors,6,6.00
3932,Spring,2015,On,CLAHS,Science and Technology in Society,HSE,Sophomores,Bachelors,2,2.00
3933,Spring,2015,On,CLAHS,Science and Technology in Society,STS,Doctoral,Doctoral,28,25.3
3934,Spring,2015,On,CLAHS,Science and Technology in Society,STS,Masters,Masters,2,1.67
3935,Spring,2015,On,CLAHS,Sociology,CRI,Freshmen,Bachelors,3,3.00
3936,Spring,2015,On,CLAHS,Sociology,CRI,Juniors,Bachelors,4,4.00
3937,Spring,2015,On,CLAHS,Sociology,CRI,Seniors,Bachelors,13,12.5
3938,Spring,2015,On,CLAHS,Sociology,CRI,Sophomores,Bachelors,5,5.00
3939,Spring,2015,On,CLAHS,Sociology,SOC,Doctoral,Doctoral,35,31.1
3940,Spring,2015,On,CLAHS,Sociology,SOC,Freshmen,Bachelors,5,5.00
3941,Spring,2015,On,CLAHS,Sociology,SOC,Juniors,Bachelors,53,51.5
3942,Spring,2015,On,CLAHS,Sociology,SOC,Masters,Masters,12,9.22
3943,Spring,2015,On,CLAHS,Sociology,SOC,Seniors,Bachelors,50,48.3
3944,Spring,2015,On,CLAHS,Sociology,SOC,Sophomores,Bachelors,19,18.8
3945,Spring,2015,On,CNRE,College of Natural Resources,MNR,Masters,Masters,1,0.78
3946,Spring,2015,On,CNRE,College of Natural Resources,NR,Freshmen,Bachelors,4,4.00
3947,Spring,2015,On,CNRE,College of Natural Resources,NR,Sophomores,Bachelors,1,1.00
3948,Spring,2015,On,CNRE,College of Natural Resources,REA0,Freshmen,Bachelors,1,1.00
3949,Spring,2015,On,CNRE,College of Natural Resources,REA0,Juniors,Bachelors,1,1.00
3950,Spring,2015,On,CNRE,College of Natural Resources,REA0,Seniors,Bachelors,1,1.00
3951,Spring,2015,On,CNRE,College of Natural Resources,REA0,Sophomores,Bachelors,1,1.00
3952,Spring,2015,On,CNRE,Fish and Wildlife Conservation,FISC,Freshmen,Bachelors,2,2.00
3953,Spring,2015,On,CNRE,Fish and Wildlife Conservation,FISC,Juniors,Bachelors,13,13.0
3954,Spring,2015,On,CNRE,Fish and Wildlife Conservation,FISC,Seniors,Bachelors,23,23.0
3955,Spring,2015,On,CNRE,Fish and Wildlife Conservation,FISC,Sophomores,Bachelors,11,11.0
3956,Spring,2015,On,CNRE,Fish and Wildlife Conservation,FIW,Doctoral,Doctoral,24,21.0
3957,Spring,2015,On,CNRE,Fish and Wildlife Conservation,FIW,Masters,Masters,27,24.0
3958,Spring,2015,On,CNRE,Fish and Wildlife Conservation,WLC,Freshmen,Bachelors,16,16.0
3959,Spring,2015,On,CNRE,Fish and Wildlife Conservation,WLC,Juniors,Bachelors,42,41.8
3960,Spring,2015,On,CNRE,Fish and Wildlife Conservation,WLC,Seniors,Bachelors,59,58.3
3961,Spring,2015,On,CNRE,Fish and Wildlife Conservation,WLC,Sophomores,Bachelors,33,32.6
3962,Spring,2015,On,CNRE,For Resources & Environ Consrv,EI,Freshmen,Bachelors,1,1.00
3963,Spring,2015,On,CNRE,For Resources & Environ Consrv,EI,Juniors,Bachelors,2,2.00
3964,Spring,2015,On,CNRE,For Resources & Environ Consrv,EI,Sophomores,Bachelors,1,1.00
3965,Spring,2015,On,CNRE,For Resources & Environ Consrv,ERM,Freshmen,Bachelors,6,6.00
3966,Spring,2015,On,CNRE,For Resources & Environ Consrv,ERM,Juniors,Bachelors,29,29.0
3967,Spring,2015,On,CNRE,For Resources & Environ Consrv,ERM,Seniors,Bachelors,20,20.0
3968,Spring,2015,On,CNRE,For Resources & Environ Consrv,ERM,Sophomores,Bachelors,21,21.0
3969,Spring,2015,On,CNRE,For Resources & Environ Consrv,FOR,Doctoral,Doctoral,42,36.7
3970,Spring,2015,On,CNRE,For Resources & Environ Consrv,FOR,Masters,Masters,32,28.6
3971,Spring,2015,On,CNRE,For Resources & Environ Consrv,FORS,Freshmen,Bachelors,2,2.00
3972,Spring,2015,On,CNRE,For Resources & Environ Consrv,FORS,Juniors,Bachelors,18,18.0
3973,Spring,2015,On,CNRE,For Resources & Environ Consrv,FORS,Non-degree-seeking,Non-degre,1,1.00
3974,Spring,2015,On,CNRE,For Resources & Environ Consrv,FORS,Seniors,Bachelors,23,23.0
3975,Spring,2015,On,CNRE,For Resources & Environ Consrv,FORS,Sophomores,Bachelors,10,10.0
3976,Spring,2015,On,CNRE,For Resources & Environ Consrv,NRC,Freshmen,Bachelors,3,3.00
3977,Spring,2015,On,CNRE,For Resources & Environ Consrv,NRC,Juniors,Bachelors,13,13.0
3978,Spring,2015,On,CNRE,For Resources & Environ Consrv,NRC,Seniors,Bachelors,29,28.3
3979,Spring,2015,On,CNRE,For Resources & Environ Consrv,NRC,Sophomores,Bachelors,6,6.00
3980,Spring,2015,On,CNRE,Geography,GAEA,Doctoral,Doctoral,15,14.2
3981,Spring,2015,On,CNRE,Geography,GEOG,Freshmen,Bachelors,8,8.00
3982,Spring,2015,On,CNRE,Geography,GEOG,Juniors,Bachelors,36,36.0
3983,Spring,2015,On,CNRE,Geography,GEOG,Masters,Masters,19,15.7
3984,Spring,2015,On,CNRE,Geography,GEOG,Seniors,Bachelors,68,67.5
3985,Spring,2015,On,CNRE,Geography,GEOG,Sophomores,Bachelors,21,21.0
3986,Spring,2015,On,CNRE,Geography,MTRG,Freshmen,Bachelors,16,16.0
3987,Spring,2015,On,CNRE,Geography,MTRG,Juniors,Bachelors,21,21.0
3988,Spring,2015,On,CNRE,Geography,MTRG,Seniors,Bachelors,57,55.8
3989,Spring,2015,On,CNRE,Geography,MTRG,Sophomores,Bachelors,18,18.0
3990,Spring,2015,On,CNRE,Sustainable Biomaterials,FPR,Doctoral,Doctoral,8,6.67
3991,Spring,2015,On,CNRE,Sustainable Biomaterials,FPR,Masters,Masters,14,14.0
3992,Spring,2015,On,CNRE,Sustainable Biomaterials,PSD,Freshmen,Bachelors,1,1.00
3993,Spring,2015,On,CNRE,Sustainable Biomaterials,PSD,Juniors,Bachelors,19,18.3
3994,Spring,2015,On,CNRE,Sustainable Biomaterials,PSD,Seniors,Bachelors,34,33.3
3995,Spring,2015,On,CNRE,Sustainable Biomaterials,PSD,Sophomores,Bachelors,10,10.0
3996,Spring,2015,On,CNRE,Sustainable Biomaterials,SBIO,Freshmen,Bachelors,5,5.00
3997,Spring,2015,On,CNRE,Sustainable Biomaterials,SBIO,Juniors,Bachelors,12,12.0
3998,Spring,2015,On,CNRE,Sustainable Biomaterials,SBIO,Seniors,Bachelors,22,21.8
3999,Spring,2015,On,CNRE,Sustainable Biomaterials,SBIO,Sophomores,Bachelors,8,8.00
4000,Spring,2015,On,CNRE,Sustainable Biomaterials,WOOD,Juniors,Bachelors,1,1.00
4001,Spring,2015,On,COE,Aerospace and Ocean Engineering,AE,Doctoral,Doctoral,60,57.1
4002,Spring,2015,On,COE,Aerospace and Ocean Engineering,AE,Juniors,Bachelors,88,88.0
4003,Spring,2015,On,COE,Aerospace and Ocean Engineering,AE,Masters,Masters,36,32.1
4004,Spring,2015,On,COE,Aerospace and Ocean Engineering,AE,Seniors,Bachelors,262,250
4005,Spring,2015,On,COE,Aerospace and Ocean Engineering,AE,Sophomores,Bachelors,24,23.8
4006,Spring,2015,On,COE,Aerospace and Ocean Engineering,DAE,Juniors,Bachelors,4,4.00
4007,Spring,2015,On,COE,Aerospace and Ocean Engineering,DAE,Seniors,Bachelors,26,25.0
4008,Spring,2015,On,COE,Aerospace and Ocean Engineering,DAE,Sophomores,Bachelors,1,1.00
4009,Spring,2015,On,COE,Aerospace and Ocean Engineering,DOE,Juniors,Bachelors,4,4.00
4010,Spring,2015,On,COE,Aerospace and Ocean Engineering,DOE,Seniors,Bachelors,19,17.5
4011,Spring,2015,On,COE,Aerospace and Ocean Engineering,OCE,Masters,Masters,2,2.00
4012,Spring,2015,On,COE,Aerospace and Ocean Engineering,OE,Juniors,Bachelors,8,8.00
4013,Spring,2015,On,COE,Aerospace and Ocean Engineering,OE,Seniors,Bachelors,31,31.0
4014,Spring,2015,On,COE,Aerospace and Ocean Engineering,OE,Sophomores,Bachelors,3,3.00
4015,Spring,2015,On,COE,Biomedical Engineering & Mechanics,BMES,Doctoral,Doctoral,48,47.3
4016,Spring,2015,On,COE,Biomedical Engineering & Mechanics,BMES,Masters,Masters,2,2.00
4017,Spring,2015,On,COE,Biomedical Engineering & Mechanics,EM,Doctoral,Doctoral,69,65.3
4018,Spring,2015,On,COE,Biomedical Engineering & Mechanics,EM,Masters,Masters,9,8.11
4019,Spring,2015,On,COE,Biomedical Engineering & Mechanics,ESM,Juniors,Bachelors,62,61.8
4020,Spring,2015,On,COE,Biomedical Engineering & Mechanics,ESM,Seniors,Bachelors,107,105
4021,Spring,2015,On,COE,Biomedical Engineering & Mechanics,ESM,Sophomores,Bachelors,32,32.0
4022,Spring,2015,On,COE,Chemical Engineering,CHE,Doctoral,Doctoral,34,33.1
4023,Spring,2015,On,COE,Chemical Engineering,CHE,Juniors,Bachelors,77,76.9
4024,Spring,2015,On,COE,Chemical Engineering,CHE,Seniors,Bachelors,233,226
4025,Spring,2015,On,COE,Chemical Engineering,CHE,Sophomores,Bachelors,15,15.0
4026,Spring,2015,On,COE,Civil & Environmental Engineering,CE,Doctoral,Doctoral,125,116
4027,Spring,2015,On,COE,Civil & Environmental Engineering,CE,Juniors,Bachelors,153,153
4028,Spring,2015,On,COE,Civil & Environmental Engineering,CE,Masters,Masters,120,111
4029,Spring,2015,On,COE,Civil & Environmental Engineering,CE,Non-degree-seeking,Non-degre,1,1.00
4030,Spring,2015,On,COE,Civil & Environmental Engineering,CE,Seniors,Bachelors,274,269
4031,Spring,2015,On,COE,Civil & Environmental Engineering,CE,Sophomores,Bachelors,60,60.0
4032,Spring,2015,On,COE,Civil & Environmental Engineering,CEM,Juniors,Bachelors,29,29.0
4033,Spring,2015,On,COE,Civil & Environmental Engineering,CEM,Seniors,Bachelors,65,65.0
4034,Spring,2015,On,COE,Civil & Environmental Engineering,CEM,Sophomores,Bachelors,12,12.0
4035,Spring,2015,On,COE,Civil & Environmental Engineering,ENE,Masters,Masters,22,18.4
4036,Spring,2015,On,COE,Civil & Environmental Engineering,ESEN,Masters,Masters,1,1.00
4037,Spring,2015,On,COE,Computer Science,CS,Juniors,Bachelors,176,174
4038,Spring,2015,On,COE,Computer Science,CS,Seniors,Bachelors,352,342
4039,Spring,2015,On,COE,Computer Science,CS,Sophomores,Bachelors,38,38.0
4040,Spring,2015,On,COE,Computer Science,CSA,Doctoral,Doctoral,150,140
4041,Spring,2015,On,COE,Computer Science,CSA,Masters,Masters,55,52.0
4042,Spring,2015,On,COE,Dean - Engineering,REA5,Seniors,Bachelors,2,2.00
4043,Spring,2015,On,COE,Dean - Engineering,REA5,Sophomores,Bachelors,1,1.00
4044,Spring,2015,On,COE,Dept. of Engineering Education,ENGE,Doctoral,Doctoral,29,27.1
4045,Spring,2015,On,COE,Dept. of Engineering Education,GE,Freshmen,Bachelors,645,644
4046,Spring,2015,On,COE,Dept. of Engineering Education,GE,Juniors,Bachelors,212,210
